"Discontinuation reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Discontinuation status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Discontinuation date","Anticipated discontinuation date",Reason,"Date Created","Date Updated","Tier 3"
255827,02356996,Discontinuation,TEVA-VALSARTAN/HCTZ,"TEVA CANADA LIMITED",VALSARTAN/HCTZ,"HYDROCHLOROTHIAZIDE; VALSARTAN","12.5MG; 80MG","50 & PP30","ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2025-04-07,,"Business reasons",2025-04-25,2025-04-25,No
255830,02357003,Discontinuation,TEVA-VALSARTAN/HCTZ,"TEVA CANADA LIMITED",VALSARTAN/HCTZ,"HYDROCHLOROTHIAZIDE; VALSARTAN","12.5MG; 160MG","50 & PP30","ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2025-04-07,,"Business reasons",2025-04-25,2025-04-25,No
255833,02357011,Discontinuation,TEVA-VALSARTAN/HCTZ,"TEVA CANADA LIMITED",VALSARTAN/HCTZ,"HYDROCHLOROTHIAZIDE; VALSARTAN","25MG; 160MG","50 & PP30","ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2025-04-07,,"Business reasons",2025-04-25,2025-04-25,No
256140,02357038,Discontinuation,TEVA-VALSARTAN/HCTZ,"TEVA CANADA LIMITED","VALSARTAN/HCTZ 320MG/12.5MG","HYDROCHLOROTHIAZIDE; VALSARTAN","12.5MG; 320MG","pp 30","ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
256143,02357046,Discontinuation,TEVA-VALSARTAN/HCTZ,"TEVA CANADA LIMITED","TEVA-VALSARTAN/HCTZ 320MG/25MG","HYDROCHLOROTHIAZIDE; VALSARTAN","25MG; 320MG",pp30,"ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
105537,02275031,Discontinuation,"TEVA-VENLAFAXINE XR","TEVA CANADA LIMITED","VENLAFAXINE XR 75MG CAPS",VENLAFAXINE,75MG,"100's & 500's",ORAL,Discontinued,"CAPSULE (EXTENDED RELEASE)",N06AX,ANTIDEPRESSANTS,2020-02-07,,"Business reasons",2020-02-07,2020-02-08,No
117546,02275023,Discontinuation,"TEVA-VENLAFAXINE XR","TEVA CANADA LIMITED","VENLAFAXINE XR 37.5MG CAP",VENLAFAXINE,37.5MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",N06AX,ANTIDEPRESSANTS,2020-06-08,,"Other (Please describe in comments)",2020-06-11,2020-06-11,No
124899,02275058,Discontinuation,"TEVA-VENLAFAXINE XR","TEVA CANADA LIMITED","VENLAFAXINE XR 150MG CAPS",VENLAFAXINE,150MG,500,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",N06AX,ANTIDEPRESSANTS,2020-09-23,2020-09-23,"Business reasons",2020-09-24,2020-09-24,No
289266,02275058,Discontinuation,"TEVA-VENLAFAXINE XR","TEVA CANADA LIMITED","VENLAFAXINE XR 150MG CAPS",VENLAFAXINE,150MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",N06AX,ANTIDEPRESSANTS,2021-09-23,2021-09-23,"Business reasons",2026-07-15,2026-07-15,No
256166,02396874,Discontinuation,TEVA-VORICONAZOLE,"TEVA CANADA LIMITED","VORICONAZOLE 200MG",VORICONAZOLE,200MG,30,"ORAL; ORAL",Discontinued,TABLET,J02AC,"ANTIMYCOTICS FOR SYSTEMIC USE",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
256169,02396866,Discontinuation,TEVA-VORICONAZOLE,"TEVA CANADA LIMITED","VORICONAZOLE 50MG",VORICONAZOLE,50MG,30,"ORAL; ORAL",Discontinued,TABLET,J02AC,"ANTIMYCOTICS FOR SYSTEMIC USE",2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
245261,02253631,Discontinuation,"TEVETEN PLUS","BGP PHARMA ULC",EPROSARTAN,"HYDROCHLOROTHIAZIDE; EPROSARTAN","12.5MG; 600MG",2x14,"ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2023-08-30,,"Business reasons",2024-12-10,2024-12-10,No
289011,02529548,Discontinuation,TEZSPIRE,"ASTRAZENECA CANADA INC","tezepelumab injection",TEZEPELUMAB,110MG,"Single use pre-filled syringe",SUBCUTANEOUS,"To be discontinued",SOLUTION,R03DX,,,2026-11-30,"Business reasons",2026-07-10,2026-07-10,No
161424,02327945,Discontinuation,THALLIUM,"LANTHEUS MI CANADA INC","thallous chloride Tl 201","THALLIUM CHLORIDE",2MCI,"10 mL vial","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,V09GX,,2022-09-29,2022-12-31,"Business reasons",2022-05-27,2023-10-25,No
129592,02485915,Discontinuation,"THALLOUS CHLORIDE TI 201 INJECTION","GE HEALTHCARE CANADA INC","Thallous Chloride TI 201 Injection","THALLIUM CHLORIDE",37MBq,"10 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,V09GX,,2021-06-04,2021-06-04,"Business reasons",2020-12-04,2021-06-05,No
205531,02355221,Discontinuation,THALOMID,"CELGENE INC",THALOMID,THALIDOMIDE,200MG,2BLPx14,"ORAL; ORAL",Discontinued,CAPSULE,L04AX,IMMUNOSUPPRESSANTS,2024-03-31,2024-03-31,"Business reasons",2023-09-29,2024-04-01,No
138081,01966219,Discontinuation,THEOLAIR,"BAUSCH HEALTH, CANADA INC.","Theophylline solution",THEOPHYLLINE,80MG,"500 mL","ORAL; ORAL",Discontinued,SOLUTION,R03DA,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",2021-04-26,,"Business reasons",2021-04-26,2021-04-27,No
124829,00598933,Discontinuation,"TIAMOL CREAM 0.05%","TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","TIAMOL CREAM 0.05%",FLUOCINONIDE,0.05%,25,"TOPICAL; TOPICAL",Discontinued,CREAM,D07AC,"CORTICOSTEROIDS, PLAIN",2020-08-17,,"Manufacturing issues",2020-09-22,2020-09-22,No
133200,00598933,Discontinuation,"TIAMOL CREAM 0.05%","TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","TIAMOL CREAM 0.05%",FLUOCINONIDE,0.05%,25,"TOPICAL; TOPICAL",Discontinued,CREAM,D07AC,"CORTICOSTEROIDS, PLAIN",2020-07-31,,"Manufacturing issues",2021-02-03,2021-02-03,No
286231,02231150,Discontinuation,TIAZAC,"BAUSCH HEALTH, CANADA INC.",TIAZAC,"DILTIAZEM HYDROCHLORIDE",120MG,100s,"ORAL; ORAL","To be discontinued","CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",,2026-09-30,"Business reasons",2026-06-03,2026-06-03,No
286234,02231151,Discontinuation,TIAZAC,"BAUSCH HEALTH, CANADA INC.",TIAZAC,"DILTIAZEM HYDROCHLORIDE",180MG,100s,"ORAL; ORAL","To be discontinued","CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",,2026-09-30,"Business reasons",2026-06-03,2026-06-03,No
286237,02231152,Discontinuation,TIAZAC,"BAUSCH HEALTH, CANADA INC.",TIAZAC,"DILTIAZEM HYDROCHLORIDE",240MG,100s,"ORAL; ORAL","To be discontinued","CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",,2026-09-30,"Business reasons",2026-06-03,2026-06-03,No
286240,02231154,Discontinuation,TIAZAC,"BAUSCH HEALTH, CANADA INC.",TIAZAC,"DILTIAZEM HYDROCHLORIDE",300MG,100s,"ORAL; ORAL","To be discontinued","CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",,2026-09-30,"Business reasons",2026-06-03,2026-06-03,No
286243,02231155,Discontinuation,TIAZAC,"BAUSCH HEALTH, CANADA INC.",TIAZAC,"DILTIAZEM HYDROCHLORIDE",360MG,100s,"ORAL; ORAL","To be discontinued","CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",,2026-09-30,"Business reasons",2026-06-03,2026-06-03,No
80166,02237701,Discontinuation,TICLOPIDINE,"AA PHARMA INC",Ticlopidine,"TICLOPIDINE HYDROCHLORIDE",250MG,100BTL,ORAL,Discontinued,TABLET,B01AC,"ANTITHROMBOTIC AGENTS",2019-04-01,,"Business reasons",2019-04-01,2019-04-02,No
87218,02409356,Discontinuation,TIGECYCLINE,"APOTEX INC",TIGECYCLINE,TIGECYCLINE,50MG,"5ML VIAL",INTRAVENOUS,"To be discontinued","POWDER FOR SOLUTION",J01AA,TETRACYCLINES,,2020-01-01,"Business reasons",2019-06-21,2019-06-21,No
238366,02461218,Discontinuation,TIVICAY,"VIIV HEALTHCARE ULC","dolutegravir tablets",DOLUTEGRAVIR,10MG,1X30,"ORAL; ORAL",Discontinued,TABLET,J05AJ,,2024-12-31,,"Business reasons",2024-09-23,2025-03-19,No
238372,02461226,Discontinuation,TIVICAY,"VIIV HEALTHCARE ULC","dolutegravir tablets",DOLUTEGRAVIR,25MG,1X30,"ORAL; ORAL",Discontinued,TABLET,J05AJ,,2024-12-31,,"Business reasons",2024-09-23,2025-03-19,No
145015,02443368,Discontinuation,"TOBRAMYCIN INHALATION SOLUTION","SANDOZ CANADA INCORPORATED","TOBRAMYCIN INH",TOBRAMYCIN,300MG,"56 LIIN","INHALATION; INHALATION",Discontinued,SOLUTION,J01GB,"AMINOGLYCOSIDE ANTIBACTERIALS",2021-08-31,,"Business reasons",2021-09-02,2021-09-02,No
152485,02382814,Discontinuation,"TOBRAMYCIN INJECTION, USP","MYLAN PHARMACEUTICALS ULC","Tobramycin injection",TOBRAMYCIN,40MG,"2mL 10 vial, 30mL 1 vial","INTRAVENOUS; INTRAMUSCULAR",Discontinued,SOLUTION,J01GB,"AMINOGLYCOSIDE ANTIBACTERIALS",2022-01-06,,"Business reasons",2022-01-12,2022-01-12,No
191680,02337630,Discontinuation,TOCTINO,"GLAXOSMITHKLINE INC","alitretinoin soft capsule",ALITRETINOIN,10MG,"All pack sizes / Tous les formats","ORAL; ORAL",Discontinued,CAPSULE,D11AH,"OTHER DERMATOLOGICAL PREPARATIONS",2023-06-30,,"Business reasons",2023-05-05,2023-07-01,No
191683,02337649,Discontinuation,TOCTINO,"GLAXOSMITHKLINE INC","alitretinoin soft capsule",ALITRETINOIN,30MG,"All pack sizes / Tous les formats","ORAL; ORAL",Discontinued,CAPSULE,D11AH,"OTHER DERMATOLOGICAL PREPARATIONS",2023-06-30,,"Business reasons",2023-05-05,2023-07-01,No
70206,00312762,Discontinuation,TOLBUTAMIDE,"AA PHARMA INC",TOULBUTAMIDE,TOLBUTAMIDE,500MG,100BTL,ORAL,Discontinued,TABLET,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",2020-03-23,2020-05-31,"Business reasons",2018-12-20,2022-01-27,No
105265,02335727,Discontinuation,TOLOXIN,"PENDOPHARM DIVISION OF PHARMASCIENCE INC",TOLOXIN,DIGOXIN,0.250MG,250,ORAL,Discontinued,TABLET,C01AA,"CARDIAC GLYCOSIDES",2018-10-31,,"Business reasons",2020-02-05,2020-02-05,No
281385,02230894,Discontinuation,"TOPAMAX 100MG","JANSSEN INC","Topamax 100mg",TOPIRAMATE,100MG,60ct,"ORAL; ORAL",Discontinued,TABLET,N03AX,ANTIEPILEPTICS,2026-07-24,2026-07-24,"Business reasons",2026-03-25,2026-07-27,No
281388,02230896,Discontinuation,"TOPAMAX 200MG","JANSSEN INC","Topamax 200mg",TOPIRAMATE,200MG,"60 ct","ORAL; ORAL",Discontinued,TABLET,N03AX,ANTIEPILEPTICS,2026-07-24,2026-07-24,"Business reasons",2026-03-25,2026-07-27,No
281393,02230893,Discontinuation,"TOPAMAX 25MG","JANSSEN INC","Topamax 25mg",TOPIRAMATE,25MG,"100 ct","ORAL; ORAL",Discontinued,TABLET,N03AX,ANTIEPILEPTICS,2026-07-24,2026-07-24,"Business reasons",2026-03-25,2026-07-27,No
118170,00749834,Discontinuation,"TOPIDERM HC 2%","PALADIN LABS INC",Hydrocortisone,"HYDROCORTISONE ACETATE",2%,"30gr AND 225gr",TOPICAL,Discontinued,CREAM,D07AA,"CORTICOSTEROIDS, PLAIN",2017-05-10,,"Business reasons",2020-06-17,2020-06-17,No
63474,00569046,Discontinuation,"TRACE ELEMENTS INJECTION USP","PFIZER CANADA INC","4 TRACE ELEMENTS","CHROMIC CHLORIDE; CUPRIC CHLORIDE; ZINC CHLORIDE; MANGANESE CHLORIDE","6.0MCG; 0.42MG; 1.67MG; 0.37MG",25x5mL,INTRAVENOUS,Discontinued,SOLUTION,B05XA,"I.V. SOLUTION ADDITIVES",2019-02-28,,"Business reasons",2018-10-09,2019-03-13,No
112223,02264846,Discontinuation,TRAMACET,"JANSSEN INC",Tramadol,"ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE","325MG; 37.5MG",6x10,"ORAL; ORAL",Discontinued,TABLET,N02AJ,OPIOIDS,2020-09-17,2020-09-17,"Business reasons",2020-04-15,2020-09-18,No
86439,02429969,Discontinuation,"TRAMADOL / ACETAMINOPHEN","SIVEM PHARMACEUTICALS ULC","TRAMADOL / ACETAMINOPHEN","TRAMADOL HYDROCHLORIDE; ACETAMINOPHEN","37.5MG; 325MG",100,ORAL,Discontinued,TABLET,N02AJ,OPIOIDS,2019-08-13,2019-08-23,"Business reasons",2019-06-12,2019-09-18,No
89923,02417502,Discontinuation,TRAMADOL-ACET,"PRO DOC LIMITEE",TRAMADOL-ACET,"TRAMADOL HYDROCHLORIDE; ACETAMINOPHEN","37.5MG; 325MG",100,ORAL,Discontinued,TABLET,N02AJ,OPIOIDS,2019-09-11,,"Business reasons",2019-07-24,2019-09-12,No
111524,02426803,Discontinuation,TRAMADOL/ACET,"SANIS HEALTH INC",TRAMADOL/ACET,"ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE","325MG; 37.5MG",100,"ORAL; ORAL",Discontinued,TABLET,N02AJ,OPIOIDS,2020-07-06,2020-07-03,"Business reasons",2020-04-08,2020-07-07,No
119960,00584223,Discontinuation,"TRANSDERM-NITRO 0.2","NOVARTIS PHARMACEUTICALS CANADA INC","Transderm-Nitro 0.2 Patch",NITROGLYCERIN,0.2MG,30,"TRANSDERMAL; TRANSDERMAL",Discontinued,"PATCH (EXTENDED RELEASE)",C01DA,"VASODILATORS USED IN CARDIAC DISEASES",2020-10-31,2020-10-31,"Business reasons",2020-07-10,2020-12-21,No
119964,00852384,Discontinuation,"TRANSDERM-NITRO 0.4","NOVARTIS PHARMACEUTICALS CANADA INC","Transderm Nitro  0.4",NITROGLYCERIN,0.4MG,30,"TRANSDERMAL; TRANSDERMAL",Discontinued,"PATCH (EXTENDED RELEASE)",C01DA,"VASODILATORS USED IN CARDIAC DISEASES",2020-10-31,2020-10-31,"Business reasons",2020-07-10,2020-12-21,No
138767,02046156,Discontinuation,"TRANSDERM-NITRO 0.6","NOVARTIS PHARMACEUTICALS CANADA INC","TRANSDER-NITRO 0.6 PATCH 30",NITROGLYCERIN,0.6MG,30,"TRANSDERMAL; TRANSDERMAL",Discontinued,"PATCH (EXTENDED RELEASE)",C01DA,"VASODILATORS USED IN CARDIAC DISEASES",2021-09-02,2021-08-31,"Business reasons",2021-05-05,2022-01-17,No
92260,02258560,Discontinuation,"TRI-CYCLEN LO        (-21 DAY)","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; NORGESTIMATE; NORGESTIMATE; NORGESTIMATE","0.025MG; 0.025MG; 0.025MG; 0.180MG; 0.215MG; 0.250MG",1X10,ORAL,"To be discontinued",TABLET,G03AB,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2020-08-01,"Business reasons",2019-08-22,2020-05-08,No
101820,02258560,Discontinuation,"TRI-CYCLEN LO        (-21 DAY)","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; NORGESTIMATE; NORGESTIMATE; NORGESTIMATE","0.025MG; 0.025MG; 0.025MG; 0.180MG; 0.215MG; 0.250MG",1x10,ORAL,"To be discontinued",TABLET,G03AB,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2020-06-30,"Business reasons",2019-12-20,2019-12-20,No
92263,02258587,Discontinuation,"TRI-CYCLEN LO        (28 DAY)","JANSSEN INC","comprimés de norgestimate et d’éthinylestradiol","ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; NORGESTIMATE; NORGESTIMATE; NORGESTIMATE","0.025MG; 0.025MG; 0.025MG; 0.180MG; 0.215MG; 0.250MG",1X10,ORAL,"To be discontinued",TABLET,G03AB,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2020-09-01,"Business reasons",2019-08-22,2020-05-08,No
92254,02028700,Discontinuation,"TRI-CYCLEN TABLETS - 21-DAY","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; NORGESTIMATE; NORGESTIMATE; NORGESTIMATE","0.035MG; 0.035MG; 0.035MG; 0.18MG; 0.215MG; 0.25MG",1X10,ORAL,Discontinued,TABLET,G03AB,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",2020-06-02,2020-04-15,"Business reasons",2019-08-22,2020-06-03,No
92257,02029421,Discontinuation,"TRI-CYCLEN TABLETS - 28-DAY","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; NORGESTIMATE; NORGESTIMATE; NORGESTIMATE","0.035MG; 0.035MG; 0.035MG; 0.18MG; 0.215MG; 0.25MG",1X10,ORAL,Discontinued,TABLET,G03AB,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",2020-03-04,2020-03-30,"Business reasons",2019-08-22,2020-03-05,No
70209,00545058,Discontinuation,TRIHEXYPHENIDYL,"AA PHARMA INC",TRIHEXPHENIDYL,"TRIHEXYPHENIDYL HYDROCHLORIDE",2MG,100BTL,ORAL,Reversed,TABLET,N04AA,"ANTICHOLINERGIC AGENTS",,,"Business reasons",2018-12-20,2019-07-22,No
70212,00545074,Discontinuation,TRIHEXYPHENIDYL,"AA PHARMA INC",TRIHEXPHENIDYL,"TRIHEXYPHENIDYL HYDROCHLORIDE",5MG,100BTL,ORAL,Reversed,TABLET,N04AA,"ANTICHOLINERGIC AGENTS",,,"Business reasons",2018-12-20,2019-07-22,No
4528,00740802,Discontinuation,TRIMIPRAMINE,"AA PHARMA INC",TRIMIPRAMINE,TRIMIPRAMINE,25MG,"500 BOTTLE",ORAL,Discontinued,TABLET,N06AA,ANTIDEPRESSANTS,2016-08-18,,"Business reasons",2017-03-29,2017-03-28,No
222652,02470632,Discontinuation,TRISPAN,"MEDEXUS PHARMACEUTICALS INC.","TRIAMCINOLONE HEXACETONIDE INJECTABLE SUSPENSION","TRIAMCINOLONE HEXACETONIDE",20MG,"1 mL ampoule - 10 amoules/pack","INTRASYNOVIAL; PERIARTICULAR; INTRA-ARTICULAR; PERIARTICULAR; INTRASYNOVIAL; INTRA-ARTICULAR",Discontinued,SUSPENSION,H02AB,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",2024-03-11,2024-03-11,"Raw material availability",2024-03-18,2024-03-18,No
94278,02244757,Discontinuation,TRIZIVIR,"VIIV HEALTHCARE ULC","abacavir (as abacavir sulfate), lamivudine and zidovudine tablets","ZIDOVUDINE; ABACAVIR; LAMIVUDINE","300MG; 300MG; 150MG",60's,ORAL,Discontinued,TABLET,J05AR,"DIRECT ACTING ANTIVIRALS",2019-09-17,,"Business reasons",2019-09-18,2019-09-18,No
250062,02275066,Discontinuation,TROSEC,"SUNOVION PHARMACEUTICALS CANADA INC","trospium chloride coated tablet","TROSPIUM CHLORIDE",20MG,"60 tablets/carton","ORAL; ORAL",Discontinued,TABLET,G04BD,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2025-08-18,2025-08-31,"Business reasons",2025-02-10,2025-08-19,No
267046,02216205,Discontinuation,TRUSOPT,"ELVIUM LIFE SCIENCES","Dorzolamide Hydrochloride Ophthalmic Solution",DORZOLAMIDE,2%,5ml,"OPHTHALMIC; OPHTHALMIC","To be discontinued",SOLUTION,S01EC,"ANTIGLAUCOMA PREPARATIONS AND MIOTICS",,2026-02-28,"Business reasons",2025-09-12,2025-09-12,No
267941,02216205,Discontinuation,TRUSOPT,"ELVIUM LIFE SCIENCES","Dorzolamide Hydrochloride Ophthalmic Solution",DORZOLAMIDE,2%,5ml,"OPHTHALMIC; OPHTHALMIC",Discontinued,SOLUTION,S01EC,"ANTIGLAUCOMA PREPARATIONS AND MIOTICS",2025-12-09,2025-12-12,"Business reasons",2025-09-26,2025-12-10,No
254081,02269090,Discontinuation,"TRUSOPT PRESERVATIVE-FREE","ELVIUM LIFE SCIENCES","Dorzolamide Hydrochloride Ophthalmic Solution",DORZOLAMIDE,2%,60,"OPHTHALMIC; OPHTHALMIC",Discontinued,SOLUTION,S01EC,"ANTIGLAUCOMA PREPARATIONS AND MIOTICS",2024-11-20,2024-11-20,"Business reasons",2025-04-04,2025-04-04,No
283051,00654531,Discontinuation,TRYPTAN,"BAUSCH HEALTH, CANADA INC.",TRYPTAN,TRYPTOPHAN,1G,"100 TB","ORAL; ORAL",Discontinued,TABLET,N06AX,ANTIDEPRESSANTS,2026-05-04,2026-08-31,"Business reasons",2026-04-16,2026-09-10,No
283097,02239327,Discontinuation,TRYPTAN,"BAUSCH HEALTH, CANADA INC.",TRYPTAN,TRYPTOPHAN,750MG,"100 TB","ORAL; ORAL",Discontinued,TABLET,N06AX,ANTIDEPRESSANTS,2026-05-04,2026-08-31,"Business reasons",2026-04-16,2026-09-10,No
19700,01916963,Discontinuation,TUSSIONEX,"SANOFI-AVENTIS CANADA INC","TUSSIONEX 5-10MG TABLETS","HYDROCODONE; PHENYLTOLOXAMINE","5MG; 10MG",100's,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",R05DA,"COUGH SUPPRESSANTS EXCL. COMB. WITH EXPECTORANTS",2017-08-03,,"Business reasons",2017-08-17,2017-08-22,No
98368,01916971,Discontinuation,TUSSIONEX,"SANOFI-AVENTIS CANADA INC",Tussionex,"HYDROCODONE; PHENYLTOLOXAMINE","5MG; 10MG",500ml,ORAL,Discontinued,SUSPENSION,R05DA,"COUGH SUPPRESSANTS EXCL. COMB. WITH EXPECTORANTS",2020-02-07,2020-01-14,"Business reasons",2019-11-11,2020-03-24,No
263835,02411423,Discontinuation,TYBOST,"GILEAD SCIENCES CANADA INC",Cobicistat,COBICISTAT,150MG,"30 tablets per bottle (1BTL x 30)",ORAL,Discontinued,TABLET,V03AX,"ALL OTHER THERAPEUTIC PRODUCTS",2025-07-23,,"Business reasons",2025-07-30,2025-07-30,No
112238,02163934,Discontinuation,"TYLENOL WITH CODEINE NO. 2 - TAB","JANSSEN INC","TYLENOL* #2 TABLET 500","ACETAMINOPHEN; CODEINE PHOSPHATE; CAFFEINE","300MG; 15MG; 15MG",500,"ORAL; ORAL",Discontinued,TABLET,N02AJ,OPIOIDS,2020-09-25,2020-09-27,"Business reasons",2020-04-15,2020-09-26,No
112235,02163926,Discontinuation,"TYLENOL WITH CODEINE NO. 3 - TAB","JANSSEN INC","TYLENOL* #3 TABLET 500","ACETAMINOPHEN; CODEINE PHOSPHATE; CAFFEINE","300MG; 30MG; 15MG",500,"ORAL; ORAL",Discontinued,TABLET,N02AJ,OPIOIDS,2020-09-25,2020-09-27,"Business reasons",2020-04-15,2020-09-26,No
112229,02163918,Discontinuation,"TYLENOL WITH CODEINE NO. 4","JANSSEN INC","TYLENOL* NO. 4 TAB 100","ACETAMINOPHEN; CODEINE PHOSPHATE","300MG; 60MG",100,"ORAL; ORAL",Discontinued,TABLET,N02AJ,OPIOIDS,2020-09-21,2020-09-27,"Business reasons",2020-04-15,2020-09-22,No
34324,02242727,Discontinuation,TYPHERIX,"GLAXOSMITHKLINE INC","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE",,,"All pack sizes / Tous les formats",,Discontinued,,,,2017-12-21,,"Business reasons",2017-12-22,2017-12-22,No
136117,02130955,Discontinuation,"TYPHIM VI","SANOFI PASTEUR LIMITED","Salmonella typhi Vi Capsular Polysaccharide Vaccine","SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE",25MCG,"10 mL multidose vial (20 Doses)","INTRAMUSCULAR; INTRAMUSCULAR",Discontinued,SOLUTION,J07AP,"BACTERIAL VACCINES",2021-04-01,2021-04-01,"Business reasons",2021-03-23,2021-04-02,No
144266,02357380,Discontinuation,ULORIC,"TAKEDA CANADA INC","ULORIC 80 mg Tablets",FEBUXOSTAT,80MG,"Bottle of 30's","ORAL; ORAL",Discontinued,TABLET,M04AA,"ANTIGOUT PREPARATIONS",2021-12-31,2021-12-31,"Business reasons",2021-08-17,2022-01-04,No
264440,02491559,Discontinuation,ULTOMIRIS,"ALEXION PHARMA GMBH","Ravulizumab for injection",RAVULIZUMAB,10MG,"30 mL",INTRAVENOUS,Discontinued,SOLUTION,L04AJ,,2025-08-27,2025-08-31,"Business reasons",2025-08-06,2025-09-10,No
112226,02349469,Discontinuation,ULTRAM,"JANSSEN INC","ULTRAM* 50mg Tablets 100's","TRAMADOL HYDROCHLORIDE",50MG,100,"ORAL; ORAL",Discontinued,TABLET,N02AX,OPIOIDS,2020-09-25,2020-09-25,"Business reasons",2020-04-15,2020-09-26,No
81959,02078597,Discontinuation,"ULTRAVIST 240","BAYER INC",Iopromide,IOPROMIDE,50%,"50 & 200ML",INTRAVASCULAR,Discontinued,SOLUTION,V08AB,"X-RAY CONTRAST MEDIA, IODINATED",2019-04-16,2019-04-16,"Business reasons",2019-04-17,2019-04-17,No
133063,02014165,Discontinuation,UNIPHYL,"ELVIUM LIFE SCIENCES",Uniphyl,THEOPHYLLINE,400MG,50,"ORAL; ORAL","To be discontinued","TABLET (EXTENDED-RELEASE)",R03DA,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",,2021-02-08,"Business reasons",2021-02-01,2021-02-01,No
56591,02373300,Discontinuation,"UNISOM SLEEP GELS","PALADIN LABS INC",UNISOM,"DIPHENHYDRAMINE HYDROCHLORIDE",25MG,20,ORAL,Discontinued,CAPSULE,R06AA,"ANTIHISTAMINES FOR SYSTEMIC USE",2018-07-23,,"Business reasons",2018-07-26,2018-07-26,No
